5877,79874
23287,222229
55556,390502
203328,203427
318,220441
741,140623
8209,387597
219972,130507
134288,285315
10493,55200
84366,57862
5288,732253
134510,55854
56912,25884
7675,84928
79796,152586
6761,11018
140883,23223
81889,54850
6430,7625
7932,54768
10290,83543
122618,92181
54873,284406
145864,30811
81573,25972
79799,57862
205860,23223
140883,54873
51193,23204
205860,54873
7932,55127
203328,30811
203427,30811
7542,401124
140883,284406
57221,30811
10865,64838
54873,23223
54768,55127
145864,57221
85464,54961
7108,29118
152006,27335
171392,92181
203328,57221
54020,25972
57513,57524
9522,85438
51170,220929
54768,219681
10290,338773
338773,83543
342909,163087
55716,29991
171392,122618
167691,26005
284406,23223
144402,51661
55352,55848
65992,80095
84224,51802
203427,145864
5288,29777
55127,219681
79799,84366
440515,27335
732253,29777
54850,28991
7932,219681
440515,152006
1155,126353
203427,57221
205860,284406
85865,92170
11022,51123
340784,51760
65997,132946
8603,114928
205860,140883
375519,64787
9473,27199
81889,28991
83861,64760
10172,94039
80124,130617
55175,57542
9287,10936
81573,54020
134111,79692
203328,145864
4718,79005
201627,51294
55909,64419
6013,339403
51493,25940
140739,84259
158880,552889
51231,23141
339345,340168
84936,129531
9626,343035
79009,125950
170622,54951
9925,57621
84987,29090
7762,84891
9103,127943
10327,84869
10799,54913
9542,255324
83479,54020
1360,51170
23223,27136
2622,54873
6204,84946
92181,161725
79663,51170
122618,59082
93979,95681
6954,6991
5713,221914
51008,92181
7913,23204
54020,221981
10979,25789
3104,54873
9955,145864
9249,205860
205428,125704
7275,56995
2622,284406
1155,84517
121274,126382
84861,57542
10360,282694
8269,342527
8664,151242
5289,83460
11164,92912
51635,220929
4974,146760
9925,28991
9249,140883
1819,8664
9925,81889
327,9310
65992,55118
2701,221322
54850,253738
8850,373856
9522,79674
419,116969
7532,10865
10423,390502
11164,387338
5462,84978
6953,6991
8034,55619
10042,11103
55972,55779
171392,59082
28991,64975
6173,80321
3104,284406
342096,152006
6694,56912
51616,54873
9249,23223
84366,92312
79719,25972
8416,11118
57608,284996
79799,92312
84612,153769
23219,23223
80095,150356
23676,56912
171392,92521
81573,84272
11342,26001
4857,23170
398,55200
140883,51163
55854,122618
134510,122618
57512,255082
84987,65080
140612,84320
23223,29965
5681,6430
7984,85457
144245,79982
81573,83479
9147,29946
2622,23223
205860,51616
8879,54531
65993,93643
80019,91875
134288,7592
27335,161514
79817,284996
51065,91875
342977,26285
79829,23223
1310,85438
54020,253832
84861,55175
83888,55219
1360,220929
81573,116983
79719,54020
10556,54913
201627,5098
220929,91833
131920,79090
84272,25972
25789,29934
284406,23219
54020,55707
7592,285315
220001,93492
51008,122618
134510,171392
5098,51294
314,10234
284406,29965
134510,92181
79719,81573
51427,29104
51193,221662
131578,120425
84328,55031
205860,29965
81786,84928
51566,64744
54733,55012
398,10493
23623,92181
7288,56995
140883,27136
81573,55707
9925,54850
55031,25852
5681,7625
51163,54873
147746,28978
1155,57835
431705,344018
201516,7705
9777,27292
23567,64795
79829,284406
8209,8383
54873,27136
140883,51616
79674,85438
3104,205860
4649,57217
670,27335
205860,23219
54764,122618
7532,64838
50854,57176
203427,284656
55250,64838
7932,24147
79692,57608
139322,55735
84272,54020
83479,25972
55854,92181
6502,29777
116983,54020
342977,283629
3104,23223
84517,126353
51566,161725
55707,25972
5288,6502
9925,84897
7755,84769
282996,57538
57176,221527
342527,57497
219681,24147
122618,161725
2622,205860
768206,29800
342096,440515
284996,158158
201516,22821
1436,51193
10695,23031
9777,84317
11320,79695
140460,79722
140883,257106
51061,22916
79090,57038
2848,116225
205860,257106
10622,340168
201627,8749
11063,60439
136242,373861
152006,161514
8447,23025
203328,284656
1436,23204
3104,140883
135114,131540
171392,161725
57862,92312
51092,347517
54768,24147
80727,83606
79722,221662
2622,140883
114034,84518
83606,94015
440515,161514
347344,285315
7737,79850
8383,387597
266722,7542
65992,150356
114804,26285
2350,10218
374946,130612
51616,284406
6167,9925
171392,51008
92181,92521
54873,23219
284656,57221
670,152006
51163,23223
51614,283373
81573,221981
23223,257106
81889,253738
51375,57463
7675,81786
6694,25884
266722,401124
342096,27335
163859,8034
60677,192683
57835,126353
6502,732253
11043,23031
10455,84992
401124,83699
10865,55250
283373,255082
26285,196500
83878,257629
140883,79829
670,440515
3755,27012
9249,54873
115704,27098
81573,253832
115098,154661
7542,83699
80095,55118
276,280
171392,54764
10423,55556
727857,286753
253738,28991
284406,257106
171392,23623
80019,51065
203427,9955
283629,27127
51163,284406
51081,84340
171392,55854
3441,80709
79674,51157
166968,8879
84727,57610
59082,92181
54873,29965
23623,122618
1436,92906
50810,29948
54850,64975
146456,64146
9249,284406
1325,347252
134288,347344
205860,27136
9955,30811
9777,84440
7727,7746
131920,142683
1310,9522
80263,285315
54994,25852
116983,25972
205860,51163
340267,64066
55031,64403
51616,23223
81889,64975
57512,158158
140883,23219
79829,54873
8886,10042
23676,25884
284996,159989
11164,54969
8749,51294
51170,91833
116151,23087
284406,27136
140883,29965
50839,259285
51170,51635
205860,79829
6451,83699
51668,28978
203328,9955
7913,51193
284656,30811
54873,257106
23204,221662
145864,284656
221981,25972
79663,220929
9777,147007
253832,25972
11128,55718
254528,29946
9108,100381270
51076,83983
134111,57608
54764,92181
51375,29934
9955,57221
80709,51237
134288,80263
122618,92521
55127,24147
10791,23200
3809,553128
80228,51669
5191,5194
9692,79810
9426,57135
7761,84891
339829,221421
284366,26085
1144,1145
1759,54471
5193,5195
10972,83464
9426,57054
9426,57055
2188,80233
23560,26155
7905,64225
84897,57621
51678,54663
84985,64091
51065,118611
1379,84992
26092,27348
1821,1838
84985,64208
8879,57708
9375,79944
3281,90637
1379,10455
84072,57562
54936,54969
79879,26022
80019,118611
86614,90637
80019,57062
55331,56624
9662,116840
23588,29915
57062,91875
10477,122773
10781,147011
4931,10200
118611,91875
644096,55654
79017,51768
51065,57062
10781,126823
4702,4726
253943,64848
79959,84461
7905,25923
114897,114899
5193,8799
729920,9215
5189,5828
1413,1421
11234,26258
81034,26224
1174,1318
54973,57117
116228,90639
1759,125170
6941,100130889
54973,26512
43849,643394
23208,64800
79810,26024
7763,64343
135112,11281
23151,56342
124790,29969
23630,30819
643394,284366
284759,55423
1237,2826
340348,26262
79738,123016
644096,54949
11172,339403
79650,92345
2558,2565
3806,553128
115653,553128
148867,29985
10393,51433
11172,51289
5193,8800
43847,284366
200558,79840
6167,115761
6187,8603
6182,79736
6187,114928
6694,23676
6204,284695
6184,55854
7275,7288
7146,23031
7205,11074
6953,6954
7458,24139
7532,55250
7675,25790
6761,222256
7678,7699
7385,80124
7675,84891
7264,10559
7385,130617
7385,7993
8602,55031
7675,8537
7705,22821
7466,64838
7675,149603
7913,221662
9170,79672
7675,374897
7746,10127
7728,163087
7728,342909
22890,94039
7675,403341
9520,441168
8269,57497
9498,29094
7675,51087
7566,59335
7993,130617
9249,79829
9721,115708
7466,10865
10245,92609
9925,253738
9249,29965
8664,57701
79958,112858
8034,9899
7993,80124
9119,388969
9777,64073
9658,55656
9675,26206
7932,84955
9249,27136
9925,64975
9249,51616
9274,54867
7932,51320
8439,10261
79817,158158
10200,51678
8659,50810
9498,57835
51163,51616
51616,257106
7932,256309
51294,84888
10885,54873
10885,23223
10570,284406
8509,9287
10423,11320
10627,284406
9625,157638
7932,92565
10924,57795
7592,80263
8220,347853
11018,222256
10640,81573
51163,27136
10050,54537
10807,29058
10531,11216
10168,94039
51065,23223
10865,22876
10633,246176
10127,342909
51163,29965
55695,23742
65992,85301
10393,51434
140460,221662
80237,284406
8875,10218
9249,51163
9147,254528
8760,64900
10570,23223
9955,284656
10092,25972
10865,81603
10317,26229
10168,10172
10050,152519
10531,89876
8538,10640
51170,26751
9249,257106
9777,10168
10396,51761
10092,54020
11043,84892
80019,23223
11105,54873
11105,284406
9522,64115
8538,28981
84946,55720
10388,27127
84879,85360
594855,115825
10455,54344
84270,88455
9170,130367
10255,29113
131920,57038
51008,29965
78994,64431
79719,84272
55611,223082
205147,147111
8495,64855
10897,78992
84651,54873
65982,166614
51193,55131
10974,91663
11131,158800
80019,116150
79944,25972
51268,84985
205428,350383
137970,10570
51375,51596
205860,51065
81889,57621
51008,54764
10718,255324
9910,57497
8209,252884
10570,340784
51008,90338
79829,51616
9248,84816
140883,23560
78990,254225
9249,23219
51616,29965
83606,57348
80832,257019
78992,84272
83479,253832
51606,26022
10127,163087
79944,54020
51320,54768
84961,389333
134510,23623
51244,54505
80237,54873
10979,29934
51635,91833
140836,23141
51008,92521
10640,25972
79674,29965
83479,84272
51259,27077
134510,59082
147746,51668
81627,353299
84891,84928
171392,768211
140883,27287
84955,219681
84936,26112
339345,55897
149998,25807
84928,51087
84541,57542
51566,55223
9248,79664
80712,51092
10865,115677
9917,91461
11333,55779
23132,92283
81603,64838
10570,54873
51614,255082
26576,5149
51008,23623
10695,11043
401494,10865
140883,80237
83479,116983
10627,54873
10640,54020
10865,90525
134510,92521
10627,23223
84272,253832
116983,84272
11325,23219
10172,22890
80321,92482
79751,54749
51616,23219
115727,121599
51163,23219
150356,55118
10978,283373
10885,284406
10570,51760
79850,149954
51256,29777
84720,93183
205860,80237
493869,114971
51001,57149
80095,85301
79959,117178
10809,51566
51065,29997
140706,56899
165324,27287
51008,161725
51661,128710
114761,255220
116150,51065
79829,23219
10753,10978
115677,64838
51084,349149
11105,23223
80263,347344
51255,84270
116983,253832
403341,84928
79829,51237
79829,23151
55672,29777
22832,65062
80709,256987
149465,317716
114132,27309
205860,84651
114804,196500
80201,84961
266722,83699
140883,10627
147872,55815
80185,51608
147746,91801
55858,26003
474344,51397
199720,55031
80019,54873
732253,26504
84651,284406
205860,256309
83452,25851
84570,51807
10791,221458
84816,124491
51714,124093
8509,10936
81889,55331
441925,83460
79674,90338
171392,90933
51320,55127
10092,81573
163859,55619
145864,84985
78994,253832
10168,120939
